id,PageRankScore,PageRankRank
4286,0.00038880699291748115,235
1167,0.00038782315985223635,236
2460,0.0003873199827413863,237
2581,0.0003861346921578119,238
2097,0.0003843926495700274,239
2057,0.00038362216637630013,240
459,0.000382950562686821,241
385,0.00038265613324384634,242
4134,0.0003825243894488995,243
3019,0.00038238897381701547,244
978,0.0003822942256746591,245
2847,0.00038217164412912346,246
7133,0.0003781313097679441,247
6548,0.0003772842951388866,248
2660,0.0003755343711853643,249
5163,0.00037529077471918585,250
969,0.00037476016165847423,251
2592,0.000374281048810553,252
5489,0.0003741741042956445,253
6300,0.00037278097621998746,254
1722,0.0003723636585438058,255
4283,0.0003713644166475047,256
4032,0.00037116645440891076,257
3627,0.0003708628047807615,258
1785,0.00037053496868996423,259
7413,0.0003704998056188218,260
547,0.00037005853186533957,261
1200,0.0003699214098842869,262
3805,0.0003679711395554792,263
1965,0.00036733103636926495,264
4274,0.0003672089857459375,265
33,0.0003659977531146894,266
4452,0.0003646413106647555,267
1898,0.00036436563921833697,268
4262,0.00036294124684782525,269
4814,0.0003623666888978141,270
2199,0.0003620848218953059,271
3072,0.0003611093428368146,272
3506,0.00036017011864746847,273
1254,0.00036015119606799616,274
4037,0.0003599145491546241,275
7451,0.0003572778106115643,276
2871,0.00035279280955663494,277
3062,0.0003523950998339303,278
1098,0.00035175277079232937,279
4295,0.00035023335594171933,280
3720,0.0003497352417918268,281
3446,0.00034846507936629414,282
3569,0.00034605287666189955,283
2091,0.0003449419887122062,284
2586,0.0003448702471386399,285
5450,0.00034442175603852755,286
3546,0.0003440354682110958,287
2636,0.00034377117459484264,288
5077,0.0003429391222756099,289
2155,0.0003413857226305054,290
5657,0.0003412269244200684,291
3841,0.000341048841957184,292
329,0.0003407114042358015,293
3180,0.0003403147033327532,294
5451,0.0003379471228780282,295
6624,0.0003379423365657274,296
1940,0.0003373124570070616,297
1568,0.00033646265087156264,298
3364,0.0003349788795938382,299
2266,0.0003345813040725091,300
5085,0.00033450343989555975,301
4194,0.0003339623378859639,302
4237,0.0003323637988946693,303
2321,0.00033230047000521986,304
1451,0.0003322444303987692,305
3516,0.0003308712533798002,306
3836,0.00033068895568960074,307
888,0.0003303303799787658,308
6522,0.0003300550206456583,309
8384,0.0003296039242383897,310
4023,0.00032956261052456947,311
6295,0.0003295555063306455,312
1091,0.00032872767453044226,313
2649,0.0003284517857988919,314
739,0.00032826706426970396,315
7298,0.00032822748207874216,316
1697,0.00032793634185201195,317
7501,0.0003276079871102569,318
2995,0.0003272762582019254,319
4275,0.00032645930221317975,320
1880,0.00032594345484883213,321
4145,0.00032568724992835754,322
7790,0.0003251046581198195,323
2037,0.0003234741976461125,324
4241,0.0003230415699968253,325
4389,0.00032164122318982356,326
2781,0.000321366021180451,327
5070,0.0003213638293000481,328
4038,0.00032096396632223047,329
4690,0.00032085288181377613,330
3728,0.0003198588548740364,331
3068,0.00031978328421307725,332
2410,0.0003194634025274934,333
2723,0.0003191892293052004,334
811,0.00031832488020920867,335
5142,0.00031772567079571464,336
2504,0.00031760315025751727,337
1821,0.00031747530788928607,338
7165,0.00031734587926455593,339
1834,0.00031727291472718745,340
1302,0.00031709959009261555,341
3032,0.0003165334144022483,342
5308,0.00031638973876487467,343
205,0.00031638558356896217,344
2485,0.00031612819169961397,345
4524,0.000315641826372336,346
2629,0.0003155953286750102,347
5059,0.0003151846238236403,348
801,0.00031454038439350285,349
4369,0.000314017452661438,350
4506,0.000313268241115254,351
3037,0.0003130274031801165,352
5587,0.0003122724760436847,353
1530,0.0003116914034692298,354
1160,0.0003112945598989687,355
1602,0.0003104252550199662,356
6406,0.0003100095106104872,357
5196,0.00030912871500672796,358
6644,0.0003088916968299237,359
734,0.0003083720068872981,360
485,0.0003083309534561858,361
6486,0.00030820929840583193,362
347,0.000308043973337388,363
1559,0.00030784258575882806,364
3866,0.0003077406038027477,365
3452,0.00030731707182607296,366
5282,0.0003070505386042163,367
3932,0.00030667241239521224,368
1398,0.00030664710105229024,369
2683,0.00030635612255959537,370
6545,0.000305929637300865,371
2744,0.0003058335786889507,372
3552,0.0003050498063285641,373
5305,0.0003049210985647199,374
6347,0.00030484971700091165,375
7190,0.0003047061611725069,376
3125,0.00030367729895151553,377
3967,0.0003034087419047095,378
4132,0.000302192073796767,379
4684,0.0003020893292966306,380
6637,0.00030129736441050656,381
2449,0.00030115154639726266,382
2143,0.00030084279800483637,383
4022,0.0003007969971293711,384
3213,0.00030023579662437285,385
2050,0.00029979863134521064,386
6661,0.0002991013437488159,387
4943,0.00029873550455311235,388
3408,0.0002986283044570534,389
620,0.0002982277915839652,390
7235,0.00029789254927888937,391
2231,0.00029769775630287317,392
636,0.00029769222252703224,393
3388,0.0002956035962394567,394
3844,0.0002953035744393382,395
3050,0.00029514148393496454,396
2432,0.00029473007783196943,397
2258,0.0002946435335525609,398
2977,0.000294643310714923,399
3567,0.000294023970226576,400
6457,0.0002927173996110512,401
124,0.0002926515060420133,402
4455,0.00029223699577937207,403
3929,0.00029214229785767403,404
1074,0.00029190604243187164,405
3124,0.00029069232351269737,406
3118,0.00029035573304420624,407
4933,0.00029030483793064215,408
769,0.0002902489078299093,409
3845,0.00028964494863841807,410
4379,0.0002892708702111362,411
7269,0.0002892584927259262,412
3828,0.00028922614047496837,413
3188,0.0002886210530920063,414
1616,0.00028810595138567394,415
2382,0.00028791682311601587,416
3724,0.00028729826649030314,417
4913,0.00028695474071269465,418
2992,0.00028619620537461847,419
230,0.00028613081979656787,420
5273,0.0002857961871723967,421
4279,0.0002847143620726469,422
172,0.00028455295794854626,423
4270,0.0002843757582003615,424
6349,0.0002842972153413036,425
6621,0.0002840458709395235,426
5623,0.0002839881097305279,427
8086,0.0002839213621684708,428
1030,0.0002838228531498555,429
4070,0.00028329687854207133,430
5197,0.00028267106841313477,431
4851,0.00028261461003454365,432
5602,0.0002823913698974122,433
2175,0.0002818389277077166,434
521,0.0002816459533997177,435
2315,0.000281310166109218,436
6798,0.0002812921845371127,437
1707,0.00028083628782175245,438
1922,0.0002807492970242981,439
4227,0.00027984053085662516,440
2215,0.00027955355999681285,441
2383,0.00027955320455301145,442
2193,0.00027904784657521416,443
8333,0.0002787808371604732,444
1047,0.0002787312003992095,445
3203,0.0002784474268407347,446
2484,0.00027833999411225037,447
2263,0.00027820031297583295,448
4113,0.000277873890586989,449
364,0.000277749906721977,450
343,0.00027772352203051556,451
6333,0.0002773673215250516,452
4889,0.0002769361469744703,453
1174,0.0002766998795320471,454
2797,0.0002763130558287325,455
4879,0.0002762927591328968,456
4729,0.0002758885206611238,457
2142,0.00027573369893363277,458
3882,0.0002756237442718414,459
4344,0.0002750076990474729,460
2701,0.0002749289977651143,461
8016,0.00027441112310065967,462
1278,0.0002732136883525946,463
1066,0.00027308742357216463,464
6268,0.0002726402722604875,465
5174,0.0002723398350512802,466
4892,0.00027218783598560053,467
4285,0.00027193896577514817,468
1185,0.0002715215756223775,469
3777,0.00027127125161169677,470
732,0.000271270069359668,471
7405,0.00027126114542205267,472
2699,0.0002707604048793656,473
2603,0.00027067896357038033,474
2206,0.00027048822390191203,475
2338,0.0002704780353538501,476
2461,0.00027015509796771023,477
3722,0.0002701452356641179,478
6415,0.0002698277224978994,479
2577,0.00026950346938875577,480
1252,0.00026927589103363465,481
4903,0.00026925957062016125,482
1173,0.0002692222871811253,483
1666,0.00026897300554426566,484
8539,0.00026891995189599535,485
1934,0.00026812449660058396,486
4708,0.000267847899013063,487
5155,0.0002674680502700108,488
4112,0.000267193217592122,489
5030,0.0002671332738498076,490
7461,0.00026620033799672465,491
3436,0.0002661133777256054,492
2262,0.00026591671200818786,493
764,0.00026563036147732896,494
3426,0.0002654953198898575,495
4953,0.00026547238538776667,496
2951,0.0002653555336367403,497
7576,0.0002653387559662522,498
7578,0.0002653387559662522,499
3982,0.0002643628754196604,500
1235,0.0002641407543125499,501
8169,0.0002639643199498634,502
7459,0.00026259116761632626,503
6559,0.000262211786053953,504
8972,0.0002621226327519481,505
2032,0.0002614134298080744,506
2429,0.00026135434741548857,507
7877,0.0002610102375106596,508
3821,0.0002606060489001774,509
3779,0.00026038340790706467,510
2676,0.00026033581150383743,511
8445,0.0002601807477379799,512
386,0.00025986431600244454,513
3601,0.0002597340988139582,514
391,0.0002591244038877169,515
7337,0.0002590337185885107,516
2647,0.00025903371858851057,517
8451,0.00025880051466385044,518
3394,0.00025864682814896874,519
1449,0.00025862971107177635,520
2267,0.0002575098189340247,521
3668,0.00025732082301462754,522
5539,0.00025724244940353427,523
4767,0.0002568306594839039,524
4608,0.0002565350695432388,525
6471,0.0002559971680252557,526
4247,0.000255917473117388,527
2830,0.00025564660361372796,528
5004,0.0002555662269841581,529
2557,0.0002554778328614841,530
7447,0.00025535246791833096,531
3229,0.00025532874928302775,532
7212,0.00025490554810802185,533
4439,0.0002539274987946255,534
2604,0.0002539166039982696,535
7160,0.00025369516913807303,536
6868,0.00025363247756932897,537
2608,0.0002531390588652852,538
2889,0.00025305166828084295,539
3377,0.0002526153407164232,540
8110,0.00025259982372802345,541
1491,0.0002524106072163273,542
5328,0.00025239761485832616,543
1505,0.0002523190932917307,544
8318,0.0002520979661526707,545
4269,0.00025172494428732557,546
736,0.0002516316630312125,547
7158,0.00025153527036360113,548
8713,0.0002514330158286843,549
3670,0.0002511492838186817,550
182,0.00025114371840978284,551
6374,0.0002507460959303909,552
3539,0.0002506798342225167,553
3809,0.00025054585492485435,554
3673,0.0002505357716634217,555
2559,0.000249705165793656,556
489,0.0002493572027394825,557
4828,0.0002491138729337955,558
6605,0.0002488990670438114,559
3249,0.0002488968757705329,560
2293,0.00024874561945168236,561
5643,0.0002483516995834245,562
4931,0.0002482327310267434,563
8865,0.0002479418147604426,565
8867,0.0002479418147604426,566
8864,0.0002479418147604426,564
291,0.0002477438906254968,567
1872,0.000247584191520303,568
1796,0.0002469825964783797,569
6631,0.0002469553600053027,570
1037,0.0002464551239983772,571
6407,0.00024617880843287533,572
4401,0.0002461403942089308,573
4163,0.0002461156581357107,574
5250,0.0002460173411921318,575
418,0.0002458811395483855,576
4206,0.0002457763699673899,577
2628,0.00024574582416377245,578
3056,0.0002456850885544097,579
6413,0.00024540318766612314,580
5638,0.0002454018422941878,581
4110,0.00024527801354585794,582
4217,0.0002450140691248311,583
6612,0.00024472547384335046,584
3580,0.00024460176127418513,585
2983,0.00024442272195354897,586
1542,0.00024418895740302725,587
7307,0.0002438845152527332,588
4128,0.00024375703652738687,589
1736,0.00024360375798958194,590
3437,0.00024350639598036666,591
2223,0.00024346006447247017,592
6278,0.00024296322268532353,593
6992,0.00024272711992696873,594
7879,0.0002426786986767317,595
2026,0.0002425666507599505,596
6360,0.00024227066925037102,597
5123,0.00024150024523315392,598
471,0.00024148908011554544,599
5467,0.00024107992538610536,600
8124,0.00024089694661326062,601
4671,0.00024081212192271934,602
8276,0.00024066709777698328,603
7526,0.00024051025383875453,604
5161,0.00024041467451814204,605
2776,0.0002403409814647785,606
5210,0.00024027375136961965,607
2081,0.00024002471497903564,608
1926,0.00023997237692498108,609
4051,0.00023966740980586374,610
2336,0.00023940220596403087,611
210,0.00023936368458479855,612
8201,0.00023928698318966115,613
4663,0.00023877956218945138,614
3409,0.00023873630264812105,615
4782,0.00023858180038856508,616
8701,0.00023856151403398192,617
1026,0.00023811250445806493,618
7249,0.0002380061645235565,619
6653,0.00023784917454509948,620
6717,0.0002374083723990044,621
5348,0.00023695881796550946,622
1590,0.000236931764438797,623
880,0.00023689305869043937,624
4072,0.00023652881478678764,625
3746,0.00023648114699762151,626
4805,0.00023632596567862166,627
2132,0.00023620807875275615,628
4174,0.0002361629310917292,629
7755,0.00023599586816537996,630
2194,0.00023581927217605848,631
2190,0.0002357502039933824,632
373,0.00023497279436486754,633
5535,0.0002349082723516793,634
6400,0.00023472846074377947,635
1376,0.00023470736837503356,636
6320,0.0002346965363587821,637
3694,0.00023464057102062392,638
5118,0.00023452811486379823,639
7145,0.00023370061334264841,640
8011,0.00023357378513411676,641
2789,0.0002335670422245319,642
7335,0.00023337391108514872,643
8210,0.00023332974572630298,644
2214,0.00023332839598120452,645
3562,0.00023330049953630333,646
3961,0.000233136885455542,647
3910,0.00023292664522944284,648
3908,0.00023292664522944284,649
2690,0.00023281822006976962,650
3400,0.00023252379097863602,651
8096,0.0002324048575125008,652
757,0.00023203836275353875,653
1059,0.00023188471238931832,654
5266,0.0002316822868767592,656
5265,0.0002316822868767592,655
5267,0.0002316822868767592,657
1404,0.00023166288386773382,658
827,0.00023164001055869636,659
1196,0.00023116967709534958,660
6783,0.00023105939893035312,661
3544,0.00023096787621203275,662
7903,0.00023078264686220626,663
4993,0.00023076935487079968,664
5026,0.0002305158297675277,665
2998,0.00023016069962237864,666
7726,0.00023015068927950588,667
3152,0.00022994978987788087,668
1582,0.0002296557924381471,669
3613,0.0002292478584376357,670
2673,0.00022923384520535258,671
2428,0.00022900936129174808,672
6780,0.00022896834702689758,673
4341,0.00022892748090167197,674
5656,0.00022870101853420625,675
5404,0.0002286328539957335,676
5589,0.0002282358715662555,677
6804,0.00022819923419372228,678
1778,0.00022814154934919188,679
4709,0.00022785334445612183,680
4201,0.00022724566448050854,681
4085,0.00022721540533872467,682
1792,0.00022715544350459415,683
3363,0.0002271486505181623,684
6737,0.00022707540554596002,685
7297,0.00022695037888750377,686
1522,0.00022676482051834818,687
8474,0.0002265854678748439,688
3322,0.00022625268195994463,689
3109,0.0002261783205983395,690
2726,0.00022614631206807325,691
3631,0.00022602461782924422,692
3500,0.00022581833936473293,693
2272,0.00022573112819087367,694
8037,0.00022561214961629573,695
6531,0.00022535749053097568,696
5668,0.00022522099266577712,697
4515,0.00022514682443069148,698
6339,0.00022513935273058502,699
3537,0.00022488139991963895,700
19,0.00022454059016499374,701
5318,0.0002244404270858009,702
5185,0.0002235435150300651,703
7344,0.000223448536600008,704
7277,0.0002233172111494043,705
7152,0.000223267637027125,706
5236,0.0002230964464713531,707
8612,0.0002228514808376886,708
3451,0.00022256165876033074,709
3725,0.00022240899591495974,710
7432,0.00022234730418722423,711
1004,0.00022233331138152054,712
403,0.00022227876027304706,713
4300,0.00022216594358038489,714
6476,0.00022198880881511254,715
3643,0.00022192246048273394,716
4383,0.0002217225309933306,717
4272,0.00022112007564892663,718
2000,0.00022068965538343322,719
5496,0.0002203918001665545,720
4890,0.00021996013707707455,721
4891,0.00021996013707707455,722
2010,0.00021994779516685615,723
7967,0.00021913311178531187,724
2956,0.00021892859008908322,725
1031,0.00021849956744590958,726
5558,0.0002183686916028836,727
4435,0.00021805139185003238,728
7182,0.00021797358737513266,729
53,0.00021787016994138234,730
371,0.0002176684792447421,731
6707,0.0002171448511118084,732
5441,0.00021713819224355532,733
6306,0.00021703137794761067,734
184,0.00021699097096653446,735
4101,0.00021690485778402954,736
4031,0.0002167502798111375,737
6514,0.000216679318566907,738
4533,0.00021645170142767855,739
2467,0.00021629209471281478,740
686,0.00021607260161810333,741
1456,0.00021600456691922332,742
1033,0.00021558062154922286,743
6756,0.00021556582602593914,744
3839,0.0002155517722301086,745
2169,0.00021551245660776034,746
5372,0.00021522369985832582,747
3325,0.00021515025425424691,748
5636,0.00021496636639403705,749
1661,0.000214680767507715,750
2911,0.00021426212205023011,751
1632,0.0002140874411773745,752
3558,0.00021402527559360426,753
8172,0.0002137425404770054,755
8173,0.0002137425404770054,754
7100,0.000213709039785086,756
7720,0.00021368012879023062,757
9278,0.00021362993945653918,758
3455,0.00021346279515258354,759
7318,0.00021337453458982633,760
3935,0.00021320844744342852,761
7824,0.00021280296311849666,762
3087,0.00021243364366758228,763
5201,0.00021213621999841958,764
7990,0.00021189213034584676,765
4137,0.000211792004308958,766
144,0.00021173849548312284,767
3886,0.00021170397417549823,768
3761,0.00021161210441667975,769
8261,0.00021146044415236578,770
6578,0.00021130316510121192,771
6768,0.0002112299581398952,772
2965,0.00021094360324799732,773
5541,0.00021056212092202556,774
6751,0.00021042667410175417,775
1964,0.0002104054775316762,776
6323,0.00021039267606585234,777
67,0.00021013444598609046,778
4923,0.00020969414680474597,779
4682,0.0002094728154506701,780
2724,0.00020944241420568522,781
393,0.00020941935201484424,782
3055,0.0002092769055282165,783
6686,0.00020906414441721814,784
5200,0.00020893535689218528,785
2652,0.00020889711971609003,786
3288,0.00020888113524666636,787
4090,0.00020875440207194634,788
2260,0.00020870923323981785,789
125,0.00020840689575608637,790
6376,0.00020820483075447018,791
8289,0.00020806875493529668,792
1839,0.00020786194449327652,793
6371,0.00020762280136036554,795
6373,0.00020762280136036554,794
3864,0.00020761831545048465,796
4568,0.00020715608356325506,797
4024,0.00020713649941426826,798
2127,0.00020666625777472064,799
4406,0.0002064612584122681,800
6301,0.00020637846248868283,801
5341,0.00020626037879518393,802
4459,0.00020624226785563785,803
6789,0.00020616667763425215,804
2748,0.0002061417662319546,805
7610,0.00020601509255744,806
8060,0.00020504024601936292,807
2927,0.00020502665736814654,808
4675,0.00020497012173345403,809
8310,0.0002048964141700728,810
2899,0.0002048217312370888,811
2540,0.0002048001259265214,812
2579,0.00020479633438018585,813
7251,0.00020477164879686134,814
5296,0.00020475730204792372,815
6310,0.00020474765736443692,816
8003,0.00020473111745301773,817
3510,0.00020450153243675327,818
8064,0.00020436858599089122,819
3775,0.0002041042701196669,820
3933,0.00020383707337090712,821
1482,0.00020374844086641704,822
6493,0.000203656502882021,823
5013,0.00020345647138662827,824
5293,0.00020338389373738248,825
5672,0.00020312236858861102,826
5414,0.00020281896779894576,827
4513,0.00020281896779894567,828
5620,0.00020281801668560833,829
3885,0.0002026361143404484,830
8455,0.00020263400723153513,831
3034,0.00020247033426297763,832
4567,0.00020233219454559486,833
1141,0.0002023221806282881,834
4959,0.00020223400908925555,835
8889,0.00020207276282485677,836
3234,0.0002017942607854747,837
7386,0.00020178470533031923,838
3401,0.00020174614844407755,839
95,0.00020150207077549034,840
4519,0.0002013414518638297,841
2371,0.00020134107036105786,842
5506,0.0002012466535468483,843
3641,0.00020095565672383913,844
8929,0.00020089218129767694,845
6443,0.0002007766579031008,846
7633,0.00020066899554226355,847
7682,0.00020062968409119417,848
1946,0.00020055723608067337,849
6422,0.00020045091479797684,850
4398,0.00020043316918301671,851
7424,0.0002003263956614876,852
7178,0.0002002150880575689,853
6967,0.00019998026052322606,854
7895,0.00019950671892871838,855
3897,0.00019944713914685916,857
3896,0.00019944713914685916,856
7598,0.0001994467068652462,858
6840,0.00019931960742291703,859
6837,0.00019931960742291703,860
3907,0.00019871946516769959,861
1171,0.00019871261436499852,862
5276,0.00019861970202903826,863
4905,0.0001986085583997895,864
2821,0.00019835378090075553,865
4971,0.00019827911426097903,866
4754,0.0001981594739609983,867
2909,0.00019795379890729606,868
7917,0.00019786161609867443,869
8300,0.0001976377546316082,870
100,0.00019746619175979094,871
3608,0.0001974366341988951,872
202,0.00019727618458182462,873
3126,0.0001970164917331781,874
5127,0.00019691849904539613,875
4376,0.00019680366693349804,876
6553,0.00019649377279725005,877
475,0.00019624720109145537,878
4947,0.0001961620741849806,879
6409,0.00019601959872939323,880
3573,0.00019598383365871766,881
6504,0.00019586602887788172,882
2839,0.0001958476802348793,883
3911,0.00019578839082886544,884
7067,0.00019559443692444763,885
595,0.0001955411249359853,886
8099,0.0001948970416190053,887
4747,0.00019481522040010863,888
2678,0.0001948152204001086,889
4446,0.00019481522040010855,890
3614,0.0001947710381472471,891
8555,0.00019466512378547572,893
8556,0.00019466512378547572,894
8557,0.00019466512378547572,892
4219,0.00019441183192326006,895
5669,0.0001942988016172755,896
2318,0.0001941930520078026,897
7692,0.00019392999887582035,898
106,0.00019389491366917985,899
4067,0.0001937256217186686,900
6944,0.00019372346168086685,901
6938,0.00019372346168086682,902
6939,0.00019372346168086682,903
3940,0.00019368604701128656,904
4562,0.00019349258828750958,905
8841,0.00019340591942882445,906
6558,0.00019331616245005828,907
3430,0.00019314089564997116,908
6765,0.000192584528635657,909
6764,0.000192584528635657,910
2076,0.00019236708045957033,911
630,0.000192241533504531,912
6597,0.00019223464941990859,913
7965,0.0001921706225666246,914
3823,0.0001921460176968192,915
3334,0.00019212016916405616,916
5686,0.0001920983424269134,917
4035,0.000191880458990208,918
281,0.0001917552183717152,919
3330,0.00019174088326022064,920
8055,0.00019162847176967267,921
3916,0.000191589294578917,922
3696,0.00019157202263231628,923
4261,0.00019153952584063626,924
6551,0.0001915132274883216,925
1917,0.00019146354742045167,926
3361,0.00019126767391010097,927
4147,0.0001910864826816718,928
3335,0.00019106604557231056,929
7142,0.000191059867988449,930
6736,0.00019087511495035218,931
2589,0.00019075759343954057,932
4074,0.00019072704744588567,933
5165,0.00019067199507694373,934
5220,0.00019060487025747785,935
380,0.00019052073914101363,936
857,0.00019052073914101363,937
3460,0.0001905207391410136,941
1759,0.0001905207391410136,943
8356,0.0001905207391410136,942
4220,0.0001905207391410136,940
3136,0.0001905207391410136,946
