Cluster ID,confidence_score,id,name,canonical_id,canonical_name
612,,1311,Tzyy-Ping Jung,,
613,,1312,Peter Stone,,
15,0.308444,1313,Manuela M. Veloso,b'1313',b'manuela m. veloso'
614,,1314,Marcelo Blatt,,
615,,1315,Shai Wiseman,,
616,,1316,S. Yasui,,
617,,1317,T. Furukawa,,
618,,1318,M. Yamada,,
619,,1319,T. Saito,,
620,,132,L. Richard Carley,,
621,,1320,David P. Helmbold,,
622,,1321,Jyrki Kivinen,,
623,,1322,Samuel P. M. Choi,,
624,,1323,Dit-Yan Yeung,,
625,,1324,Stefan C. Kremer,,
626,,1325,Salah El Hihi,,
627,,1326,Steven Finch,,
628,,1327,Milos Cekic,,
629,,1328,Bernard Lemari?,,
630,,1329,Michel Gilloux,,
631,,133,G?rard Dreyfus,,
632,,1330,Manuel Leroux,,
633,,1331,Jonathan Baxter,,
634,,1332,Atsushi Sato,,
635,,1333,Keiji Yamada,,
636,,1334,Asriel E. Levin,,
637,,1335,Andrzej Cichocki,,
638,,1336,Marian Stewart Bartlett,,
639,,1337,Jan Larsen,,
640,,1338,Joseph C. Hager,,
641,,1339,Paul Ekman,,
642,,134,Isabelle Guyon,,
643,,1340,Jefferson A. Coelho Jr.,,
644,,1341,R. Sitaraman,,
645,,1342,Lizhong Wu,,
646,,1343,Michael DeWeese,,
647,,1344,Maha Kadirkamanathan,,
648,,1345,Jeff G. Schneider,,
649,,1346,Giacomo Indiveri,,
650,,1347,J?rg Kramer,,
651,,1348,Francois Gingras,,
652,,1349,Siegfried B?s,,
653,,135,Jean-Pierre Nadal,,
654,,1350,Gregory J. Zelinsky,,
655,,1351,Mary M. Hayhoe,,
656,,1352,Hugh T. Blair,,
657,,1353,Serguei A. Semenov,,
658,,1354,Irina B. Shuvalova,,
659,,1355,Robert Tibshirani,,
660,,1356,Markus Svens?n,,
661,,1357,Geoffrey J. Gordon,,
662,,1358,Geoffrey B. Jackson,,
663,,1359,Jun Tani,,
664,,136,L?on Personnaz,,
665,,1360,Kevin J. Cherkauer,,
666,,1361,Kenji Fukumizu,,
667,,1362,J?rg A. Walter,,
668,,1363,Thomas P. Rebotier,,
669,,1364,Samuel R. H. Joseph,,
16,0.269411,1365,Robert H. Dodier,b'1365',b'robert h. dodier'
670,,1366,Yoonsuck Choe,,
671,,1367,Yoky Matsuoka,,
672,,1368,Tsungnan Lin,,
673,,1369,Peter Ti?o,,
674,,137,Nathan H. Brown Jr.,,
675,,1370,Brendan J. Frey,,
676,,1371,Ansgar H. L. West,,
677,,1372,Richard Kempter,,
678,,1373,Hermann Wagner,,
679,,1374,Raymond J. Wang,,
680,,1375,Ren? Gourley,,
681,,1376,David J. Miller,,
682,,1377,Ajit V. Rao,,
683,,1378,Kenneth Rose,,
684,,1379,Peter K. Campbell,,
685,,138,Andr? J. Noest,,
686,,1380,Michael Dale,,
687,,1381,Jieyu Zhao,,
688,,1382,Richard K. Alley,,
689,,1383,Robert S. Hubbard,,
690,,1384,Steven Rehfuss,,
17,0.34519,1385,Dan W. Hammerstrom,b'1385',b'dan w. hammerstrom'
691,,1386,David MacKay,,
692,,1387,Henry A. Rowley,,
693,,1388,Takeo Kanade,,
694,,1389,Timothy P. Allen,,
695,,139,Ronald Rosenfeld,,
696,,1390,Ari Juels,,
697,,1391,Martin Wattenberg,,
698,,1392,Andr? van Schaik,,
699,,1393,Eric Fragni?re,,
700,,1394,Eric A. Vittoz,,
701,,1395,David W. Opitz,,
702,,1396,Kukjin Kang,,
703,,1397,Jong-Hoon Oh,,
704,,1398,K. Y. Michael Wong,,
705,,1399,Silvio P. Sabatini,,
706,,14,Christopher L. Scofield,,
707,,140,David S. Touretzky,,
708,,1400,Fabio Solari,,
709,,1401,Giacomo M. Bisio,,
710,,1402,Curtis Padgett,,
711,,1403,Tom Heskes,,
712,,1404,Andreas Ziehe,,
713,,1405,Adam Krzyzak,,
714,,1406,Tam?s Linder,,
715,,1407,Ron Papka,,
716,,1408,James P. Callan,,
717,,1409,Steven E. Golowich,,
718,,141,Norberto M. Grzywacz,,
18,0.875515,1410,Alex J. Smola,b'1410',b'alex j. smola'
719,,1411,Kazumi Saito,,
720,,1412,Juan K. Lin,,
721,,1413,David G. Grier,,
722,,1414,Cazhaow S. Quazaz,,
723,,1415,Gerhard Rigoll,,
724,,1416,Christoph Neukirchen,,
725,,1417,Nick Littlestone,,
726,,1418,Chris Mesterharm,,
727,,1419,Ferdinand Peper,,
728,,142,Franklin R. Amthor,,
729,,1420,Hideki Noda,,
730,,1421,Friedrich Leisch,,
731,,1422,Thomas C. Ferr?e,,
732,,1423,Ben A. Marcotte,,
733,,1424,Trevor Mundel,,
734,,1425,Alexander Dimitrov,,
735,,1426,Christopher J. Merz,,
736,,1427,Michael J. Pazzani,,
737,,1428,Eric A. Wan,,
738,,1429,Alex T. Nelson,,
739,,143,David B. Parker,,
740,,1430,Assaf J. Zeevi,,
741,,1431,Ron Meir,,
742,,1432,Robert J. Adler,,
743,,1433,W. Fritz Kruger,,
744,,1434,Hasan S. Uyar,,
745,,1435,Kevin A. Archie,,
746,,1436,Chanchal Chatterjee,,
747,,1437,Stefano Monti,,
748,,1438,Gregory F. Cooper,,
749,,1439,Michael S. Gray,,
19,0.145951,144,Mark A. Gluck,b'144',b'mark a. gluck'
750,,1440,Pekka Orponen,,
751,,1441,Dimitri P. Bertsekas,,
752,,1442,A. P. Dunmur,,
753,,1443,D. M. Titterington,,
754,,1444,Michal Morciniec,,
755,,1445,Joumana Ghosn,,
756,,1446,Fabrizio Gabbiani,,
757,,1447,Walter Metzner,,
758,,1448,Ralf Wessel,,
759,,1449,Jitendra Malik,,
760,,145,Eric S. Reifsnider,,
761,,1450,Scott Davies,,
762,,1451,David Barber,,
763,,1452,Achim Stahlberger,,
764,,1453,Martin Riedmiller,,
765,,1454,Diego Sona,,
766,,1455,Antonina Starita,,
767,,1456,Te-Won Lee,,
768,,1457,Russell H. Lambert,,
769,,1458,Maximilian Riesenhuber,,
770,,1459,Linda Kaufman,,
20,0.308444,146,Dean Pomerleau,b'146',b'dean pomerleau'
771,,1460,Graham Brightwell,,
772,,1461,Claire Kenyon,,
21,0.391635,1462,H?l?ne Paugam-Moisy,b'1462',b'h?l?ne paugam-moisy'
773,,1463,Mark Mathieson,,
22,0.875515401363,1464,Daniel D. Lee,b'6477',b'daniel d. lee'
774,,1465,Yu-Ming Chiang,,
775,,1466,Larry S. Yaeger,,
776,,1467,Richard F. Lyon,,
777,,1468,Brandyn J. Webb,,
778,,1469,Pierre Band,,
779,,147,Allen M. Waxman,,
780,,1470,Joel Bert,,
781,,1471,John Grace,,
782,,1472,Prof. Bernhard Sch?lkopf,,
783,,1473,S?ren Halkj?r,,
784,,1474,Ole Winther,,
785,,1475,Athanassios Siapas,,
786,,1476,David Somers,,
787,,1477,Ian T. Nabney,,
788,,1478,Nada Matic,,
789,,1479,Hung-Li Tseng,,
790,,148,Michael Seibert,,
791,,1480,Paul S. Bradley,,
792,,1481,W. Nick Street,,
23,0.228641,1482,Hagai Attias,b'1482',b'hagai attias'
793,,1483,Christoph E. Schreiner,,
794,,1484,Timothy X. Brown,,
795,,1485,Joseph Sill,,
796,,1486,Laura Martignon,,
797,,1487,Kathryn B. Laskey,,
798,,1488,Daniel S. Clouse,,
799,,1489,Alex R?bel,,
800,,149,Robert K. Cunningham,,
801,,1490,Eric A. Hansen,,
802,,1491,Shlomo Zilberstein,,
803,,1492,J?rgen Fritsch,,
804,,1493,Gary Cook,,
805,,1494,Kunihiko Iizuka,,
806,,1495,Masayuki Miyamoto,,
807,,1496,Hirofumi Matsui,,
808,,1497,Ryotaro Kamimura,,
809,,1498,Kagan Tumer,,
810,,1499,Nirmala Ramanujam,,
811,,15,Stuart Mackie,,
812,,150,Jian Wu,,
813,,1500,Rebecca R. Richards-Kortum,,
814,,1501,Joydeep Ghosh,,
815,,1502,Tonia G. Morris,,
816,,1503,Andrew Blake,,
817,,1504,Michael Isard,,
818,,1505,William T. Freeman,,
819,,1506,Jos? A. F. Leite,,
820,,1507,Edwin R. Hancock,,
821,,1508,Alan D. Blair,,
822,,1509,Arthur Flexer,,
823,,1510,Emanuela Bricolo,,
24,0.379375,1511,Nikos K. Logothetis,b'1511',b'nikos k. logothetis'
824,,1512,Frans Coetzee,,
825,,1513,Virginia L. Stonick,,
826,,1514,Lucky Vidmar,,
827,,1515,James R. Cavanaugh,,
828,,1516,J. Anthony Movshon,,
829,,1517,Gregory R. Galperin,,
830,,1518,Andr? Elisseeff,,
831,,1519,Simon J. Thorpe,,
832,,152,Bahram Nabet,,
833,,1520,Jacques Gautrais,,
834,,1521,Andrew M. Finch,,
25,0.308444,1522,Richard C. Wilson,b'1522',b'richard c. wilson'
835,,1523,Yair Weiss,,
836,,1524,Shih-Cheng Yen,,
837,,1525,Yoram Baram,,
838,,1526,Kechen Zhang,,
839,,1527,Ernest Wan,,
840,,1528,Don Bone,,
841,,1529,Thorsteinn S. R?gnvaldsson,,
842,,153,Robert B. Darling,,
26,0.714131,1530,Aapo Hyv?rinen,b'1530',b'aapo hyv?rinen'
843,,1531,Erkki Oja,,
844,,1532,Akaysha C. Tang,,
845,,1533,Andreas M. Bartels,,
846,,1534,Halina Abramowicz,,
847,,1535,Ury Naftaly,,
848,,1536,Carmit Sahar-Pikielny,,
849,,1537,Philipp H?fliger,,
850,,1538,David Lowe,,
851,,1539,Michael E. Tipping,,
852,,154,Robert B. Pinter,,
853,,1540,Sheng Ma,,
854,,1541,A. Neil Burgess,,
855,,1542,Elie Bienenstock,,
856,,1543,Stuart Geman,,
857,,1544,Daniel Potter,,
858,,1545,Jeremy S. De Bonet,,
859,,1546,Charles Lee Isbell Jr.,,
860,,1547,Stephen Grossberg,,
861,,1548,James R. Williamson,,
862,,1549,Udo Ernst,,
863,,155,Patric K. Stanton,,
864,,1550,Fred Wolf,,
865,,1551,Andrew D. J. Cross,,
866,,1552,Archisman Rudra,,
867,,1553,Laurance T. Maloney,,
868,,1554,Tom J. Richardson,,
869,,1555,J. C. Lagarias,,
870,,1556,Girish N. Patel,,
871,,1557,Jeremy H. Holleman,,
872,,1558,Mazin G. Rahim,,
873,,1559,Wee Sun Lee,,
874,,156,Sharad Singhal,,
875,,1560,Llew Mason,,
876,,1561,Colin Humphries,,
877,,1562,Martin J. McKeown,,
878,,1563,Vicente Iragui,,
879,,1564,Avner Priel,,
880,,1565,David A. Kessler,,
881,,1566,Nir Levy,,
882,,1567,Zehra Cataltepe,,
883,,1568,Malik Magdon-Ismail,,
884,,1569,Thomas Briegel,,
885,,157,Lance Wu,,
886,,1570,J. Eliot B. Moss,,
887,,1571,Paul E. Utgoff,,
888,,1572,John Cavazos,,
889,,1573,Doina Precup,,
890,,1574,Darko Stefanovic,,
891,,1575,Carla E. Brodley,,
892,,1576,David Scheeff,,
893,,1577,Jens Kohlmorgen,,
894,,1578,Zili Liu,,
895,,1579,Rolf D. Henkel,,
896,,158,C. L. Winter,,
897,,1580,Lucy E. Hadden,,
898,,1581,Eyal Cohen,,
899,,1582,Nello Cristianini,,
900,,1583,Paul Rodriguez,,
901,,1584,Bertram Emil Shi,,
902,,1585,Kwok Fai Hui,,
903,,1586,Kari Torkkola,,
904,,1587,Reid R. Harrison,,
905,,1588,Dominik H?rnel,,
906,,1589,Heiko Neumann,,
907,,159,Martin J. Johnson,,
908,,1590,Magnus Rattray,,
909,,1591,Ran El-Yaniv,,
910,,1592,Shai Fine,,
911,,1593,Friedrich T. Sommer,,
912,,1594,G?nther Palm,,
913,,1595,Jean-Franc Isabelle,,
914,,1596,David J. Foster,,
915,,1597,Richard G. M. Morris,,
916,,1598,Peter Marbach,,
917,,1599,Oliver Mihatsch,,
918,,16,Hans Peter Graf,,
919,,160,Nigel M. Allinson,,
920,,1600,Miriam Schulte,,
921,,1601,Csaba Szepesv?ri,,
27,0.187044,1602,Ronald Parr,b'1602',b'ronald parr'
28,0.875515,1603,Stuart J. Russell,b'1603',b'stuart j. russell'
922,,1604,Jeffrey F. Monaco,,
923,,1605,David G. Ward,,
924,,1606,Sethu Vijayakumar,,
925,,1607,Steve A. Chien,,
926,,1608,Andre Stechert,,
927,,1609,Darren Mutz,,
928,,161,Kevin J. Moon,,
929,,1610,Jeanne C. Milostan,,
930,,1611,Erik D. Lumer,,
931,,1612,Neil D. Lawrence,,
932,,1613,Cyril Latimer,,
933,,1614,Yuzo Hirai,,
934,,1615,Fernando Lozano,,
935,,1616,Sam T. Roweis,,
936,,1617,Matthew N. Dailey,,
937,,1618,Nicholas D. Socci,,
938,,1619,William E. Vinje,,
939,,162,Timothy S. Wilkinson,,
29,0.228641,1620,Jack L. Gallant,b'1620',b'jack l. gallant'
940,,1621,R?mi Munos,,
941,,1622,Paul Bourgine,,
942,,1623,Daniel Willett,,
943,,1624,Paul Mineiro,,
944,,1625,Herman Verrelst,,
945,,1626,Yves Moreau,,
946,,1627,Joos Vandewalle,,
947,,1628,Dirk Timmerman,,
948,,1629,David Andre,,
949,,163,Dorothy A. Mighell,,
30,0.0187545,1630,Nir Friedman,b'363',b'a. e. friedman'
950,,1631,Ernst R. Dow,,
951,,1632,Hilbert J. Kappen,,
952,,1633,Francisco de Borja Rodr?guez Ortiz,,
953,,1634,M. Anthony Lewis,,
954,,1635,Randall C. O'Reilly,,
31,0.308444,1636,Kenneth A. Norman,b'1636',b'kenneth a. norman'
955,,1637,Kimmo Kiviluoto,,
956,,1638,Joel Ratsaby,,
957,,1639,Volodya Vovk,,
958,,164,M. Pavel,,
959,,1640,David Cohn,,
960,,1641,Alan D. Marrs,,
961,,1642,Peter Sykacek,,
962,,1643,Georg Dorffner,,
963,,1644,Peter Rappelsberger,,
964,,1645,Josef Zeitlhofer,,
965,,1646,Peter M. Williams,,
966,,1647,Mark Kvale,,
967,,1648,William W. Cohen,,
968,,1649,Yuansheng Xiong,,
969,,165,Van Henkle,,
970,,1650,Chulan Kwon,,
971,,1651,Daniel H. Lange,,
972,,1652,Hava T. Siegelmann,,
973,,1653,Hillel Pratt,,
974,,1654,Gideon F. Inbar,,
975,,1655,Akira Watanabe,,
976,,1656,Xubo B. Song,,
977,,1657,Harvey Kasdan,,
978,,1658,Rapha?l Feraud,,
979,,1659,Olivier Bernier,,
980,,166,W. R. Gardner,,
981,,1660,Ruth J. Williams,,
982,,1661,Sophie Den?ve,,
983,,1662,Bernhard Schottky,,
984,,1663,Van H. Vu,,
985,,1664,R. Christopher DeCharms,,
986,,1665,Matthias Burger,,
987,,1666,Thore Graepel,,
988,,1667,Paul W. Goldberg,,
989,,1668,John F. Houde,,
990,,1669,Donghui Cai,,
991,,167,Donnie Henderson,,
992,,1670,Maneesh Sahani,,
993,,1671,John S. Pezaris,,
994,,1672,Richard A. Andersen,,
995,,1673,Brian S. Blais,,
996,,1674,Harel Z. Shouval,,
997,,1675,Jake Ryan,,
998,,1676,Meng-Jang Lin,,
999,,1677,Antonio Turiel,,
1000,,1678,Germ?n Mato,,
1001,,1679,N?stor Parga,,
1002,,168,R. E. Howard,,
1003,,1680,Michael J. Berry II,,
1004,,1681,Markus Meister,,
1005,,1682,Theresa Long,,
1006,,1683,Jo?o F. G. de Freitas,,
1007,,1684,Andrew H. Gee,,
1008,,1685,Stephan Pareigis,,
1009,,1686,Ricardo Vig?rio,,
1010,,1687,Veikko Jousm?ki,,
